Ticker,Date,Open,High,Low,Close,Volume
HDFCBANK,2026-06-10,724.52,743.65,724.42,734.7,44458159
HDFCBANK,2026-06-11,730.91,743.7,728.06,732.49,32632007
HDFCBANK,2026-06-12,742.42,761.85,740.85,759.88,36088159
HDFCBANK,2026-06-15,777.15,780.59,762.98,764.7,39990334
HDFCBANK,2026-06-16,767.8,774.88,766.77,772.13,27820970
HDFCBANK,2026-06-17,774.83,781.38,770.36,774.29,32405604
HDFCBANK,2026-06-18,773.7,789.89,773.41,786.0,41492071
HDFCBANK,2026-06-19,788.7,789.05,776.2,779.8,33798761
HDFCBANK,2026-06-22,789.9,789.9,783.1,786.4,25194765
HDFCBANK,2026-06-23,783.05,790.9,772.55,774.65,28289062
HDFCBANK,2026-06-24,773.0,794.9,772.65,793.2,34701292
HDFCBANK,2026-06-25,798.5,804.45,794.75,796.3,46707966
HDFCBANK,2026-06-26,796.3,796.3,796.3,796.3,0
HDFCBANK,2026-06-29,800.0,805.9,793.3,798.9,46695977
HDFCBANK,2026-06-30,806.1,806.1,792.75,797.95,45778356
HDFCBANK,2026-07-01,793.5,802.25,793.5,796.15,26094378
HDFCBANK,2026-07-02,795.0,805.45,794.0,795.9,34143823
HDFCBANK,2026-07-03,803.0,807.0,798.55,801.05,25871958
HDFCBANK,2026-07-06,805.0,831.5,805.0,829.85,63203327
HDFCBANK,2026-07-07,843.0,843.0,826.1,829.3,57611729
HDFCBANK,2026-07-08,825.9,834.35,806.95,810.3,38754632
HDFCBANK,2026-07-09,813.0,822.85,812.3,817.55,39891798
HDFCBANK,2026-07-10,824.0,827.7,820.3,824.95,23595785
HDFCBANK,2026-07-13,817.0,821.95,811.0,817.95,21741736
HDFCBANK,2026-07-14,811.4,818.4,807.0,809.4,25605395
HDFCBANK,2026-07-15,811.0,819.7,809.7,815.45,21488739
HDFCBANK,2026-07-16,814.5,818.0,806.5,808.3,18698186
HDFCBANK,2026-07-17,810.0,823.7,808.5,819.6,17415322
HDFCBANK,2026-07-20,790.0,790.0,774.55,777.6,56061789
HDFCBANK,2026-07-21,769.15,772.5,760.1,761.45,42246009
HDFCBANK,2026-07-22,760.25,761.35,750.35,753.15,23385446
HDFCBANK,2026-07-23,749.4,751.0,743.25,747.25,32532090
HDFCBANK,2026-07-24,738.5,748.25,737.25,742.8,23837859
HDFCBANK,2026-07-27,746.1,747.95,738.1,739.55,29678752
HDFCBANK,2026-07-28,732.0,740.25,732.0,735.4,33886037
HDFCBANK,2026-07-29,743.0,751.25,740.8,748.2,20460659
HDFCBANK,2026-07-30,752.8,757.9,745.5,753.95,35844392
HDFCBANK,2026-07-31,753.95,757.55,747.2,748.15,25522483
HDFCBANK,2026-08-03,753.05,756.85,750.05,753.0,14827841
HDFCBANK,2026-08-04,753.2,753.2,738.0,742.0,31559802
HDFCBANK,2026-08-05,733.8,741.95,732.6,735.0,60050538
HDFCBANK,2026-08-06,739.0,740.5,733.55,734.3,44772122
HDFCBANK,2026-08-07,733.0,736.0,728.2,731.0,19382042
HDFCBANK,2026-08-10,731.5,737.55,728.5,731.0,23660590
HDFCBANK,2026-08-11,730.5,730.85,726.55,729.0,29154365
HDFCBANK,2026-08-12,729.0,730.65,722.0,729.0,26993177
HDFCBANK,2026-08-13,726.9,729.0,724.5,725.0,22129893
HDFCBANK,2026-08-14,725.0,729.6,723.5,727.0,20364131
HDFCBANK,2026-08-17,727.05,732.1,724.5,729.0,14823722
HDFCBANK,2026-08-18,726.3,729.0,723.0,723.0,17916507
HDFCBANK,2026-08-19,724.0,725.4,715.1,720.0,21342651
HDFCBANK,2026-08-20,725.5,728.3,724.3,725.05,17603805
HDFCBANK,2026-08-21,728.3,732.8,726.6,726.95,26029811
HDFCBANK,2026-08-24,732.5,734.4,724.1,729.0,11408345
HDFCBANK,2026-08-25,726.6,728.7,722.0,727.5,17511874
HDFCBANK,2026-08-26,728.0,731.0,724.15,727.2,21156463
HDFCBANK,2026-08-27,728.15,728.15,710.0,711.0,46515020
HDFCBANK,2026-08-28,710.85,720.3,707.0,720.3,16494301
HDFCBANK,2026-08-31,723.05,739.75,704.15,709.0,78157067
HDFCBANK,2026-09-01,705.05,715.45,698.5,711.9,44417092
HDFCBANK,2026-09-02,702.3,705.65,700.0,700.8,36950338
HDFCBANK,2026-09-03,705.0,712.6,705.0,706.65,27770641
HDFCBANK,2026-09-04,708.35,716.5,708.35,714.85,13586492
ICICIBANK,2026-03-04,1314.91,1364.5,1314.91,1353.99,20009132
ICICIBANK,2026-03-05,1357.46,1359.34,1336.33,1346.25,17590491
ICICIBANK,2026-03-06,1327.81,1346.25,1299.45,1302.42,22778852
ICICIBANK,2026-03-09,1262.06,1271.98,1240.64,1267.71,16116652
ICICIBANK,2026-03-10,1276.84,1304.01,1274.85,1300.93,19136143
ICICIBANK,2026-03-11,1289.13,1295.58,1280.11,1283.78,13224259
ICICIBANK,2026-03-12,1265.04,1269.79,1247.78,1255.91,19676187
ICICIBANK,2026-03-13,1241.43,1251.75,1238.26,1244.31,17344394
ICICIBANK,2026-03-16,1244.51,1266.13,1229.73,1262.26,22740688
ICICIBANK,2026-03-17,1268.21,1283.58,1262.36,1277.93,22303102
ICICIBANK,2026-03-18,1275.25,1286.26,1260.18,1278.52,12961135
ICICIBANK,2026-03-19,1257.0,1275.15,1233.3,1239.65,14422899
ICICIBANK,2026-03-20,1247.88,1263.35,1231.32,1234.99,16421006
ICICIBANK,2026-03-23,1216.35,1224.58,1207.92,1212.48,17049534
ICICIBANK,2026-03-24,1226.76,1243.42,1213.47,1240.74,20617782
ICICIBANK,2026-03-25,1248.38,1262.26,1243.91,1249.17,17290030
ICICIBANK,2026-03-27,1245.5,1250.36,1219.82,1223.49,23630905
ICICIBANK,2026-03-30,1206.33,1212.38,1190.36,1195.82,23952775
ICICIBANK,2026-04-01,1217.83,1223.68,1199.88,1202.56,25472333
ICICIBANK,2026-04-02,1186.0,1211.88,1177.67,1205.64,20851722
ICICIBANK,2026-04-06,1202.86,1224.08,1190.46,1221.11,10058414
ICICIBANK,2026-04-07,1218.73,1239.95,1206.43,1235.09,25600557
ICICIBANK,2026-04-08,1299.05,1322.35,1281.6,1298.26,25148651
ICICIBANK,2026-04-09,1289.03,1297.07,1265.23,1270.59,22923062
ICICIBANK,2026-04-10,1278.22,1312.93,1277.73,1310.85,18174755
ICICIBANK,2026-04-13,1293.99,1345.66,1285.86,1339.8,30572141
ICICIBANK,2026-04-15,1346.65,1353.39,1326.81,1336.83,23827473
ICICIBANK,2026-04-16,1340.7,1355.47,1329.0,1334.25,24017236
ICICIBANK,2026-04-17,1335.74,1341.59,1322.85,1335.54,18151993
ICICIBANK,2026-04-20,1353.29,1364.89,1341.69,1344.86,21551520
ICICIBANK,2026-04-21,1356.56,1381.45,1348.63,1376.79,23312455
ICICIBANK,2026-04-22,1368.46,1368.56,1353.59,1356.17,13613487
ICICIBANK,2026-04-23,1337.13,1342.68,1332.27,1336.73,20111792
ICICIBANK,2026-04-24,1325.13,1337.52,1312.93,1315.11,14056743
ICICIBANK,2026-04-27,1316.8,1324.73,1299.94,1303.11,15385625
ICICIBANK,2026-04-28,1303.31,1306.68,1275.94,1281.2,16774778
ICICIBANK,2026-04-29,1283.88,1285.96,1265.53,1270.29,11716030
ICICIBANK,2026-04-30,1250.46,1261.56,1248.47,1252.84,17740110
ICICIBANK,2026-05-01,1252.84,1252.84,1252.84,1252.84,0
ICICIBANK,2026-05-04,1253.73,1271.48,1253.73,1260.18,14597051
ICICIBANK,2026-05-05,1253.43,1256.11,1235.09,1240.84,24447935
ICICIBANK,2026-05-06,1251.45,1272.08,1241.63,1268.8,22909586
ICICIBANK,2026-05-07,1273.96,1283.18,1262.56,1268.31,25028552
ICICIBANK,2026-05-08,1268.9,1268.9,1250.66,1254.23,11137424
ICICIBANK,2026-05-11,1248.87,1265.04,1241.53,1255.81,18980488
ICICIBANK,2026-05-12,1245.5,1249.37,1225.96,1229.93,21110708
ICICIBANK,2026-05-13,1227.95,1238.76,1216.94,1225.27,19490295
ICICIBANK,2026-05-14,1228.74,1246.19,1225.67,1235.58,16535600
ICICIBANK,2026-05-15,1236.18,1247.48,1231.62,1234.1,11745614
ICICIBANK,2026-05-18,1225.17,1243.22,1221.7,1240.64,13918850
ICICIBANK,2026-05-19,1240.64,1245.8,1219.52,1230.43,38929053
ICICIBANK,2026-05-20,1219.72,1229.34,1213.07,1226.96,14953103
ICICIBANK,2026-05-21,1234.89,1237.86,1224.08,1232.41,14394386
ICICIBANK,2026-05-22,1231.62,1260.18,1231.62,1253.73,11601085
ICICIBANK,2026-05-25,1260.37,1282.69,1260.28,1281.0,13853923
ICICIBANK,2026-05-26,1279.22,1290.92,1265.53,1268.41,18400405
ICICIBANK,2026-05-27,1275.25,1282.59,1256.11,1262.06,18366272
ICICIBANK,2026-05-28,1262.06,1262.06,1262.06,1262.06,0
ICICIBANK,2026-05-29,1264.44,1277.03,1237.47,1245.9,31007884
ICICIBANK,2026-06-01,1246.59,1251.35,1225.57,1229.34,9911975
ICICIBANK,2026-06-02,1222.69,1227.35,1210.49,1216.35,17920892
ICICIBANK,2026-06-03,1209.7,1237.86,1203.55,1231.62,13934754
ICICIBANK,2026-06-04,1221.9,1251.75,1221.9,1241.24,19461560
ICICIBANK,2026-06-05,1246.49,1254.42,1239.55,1251.55,10166393
ICICIBANK,2026-06-08,1235.98,1243.52,1232.71,1239.75,10714196
ICICIBANK,2026-06-09,1244.51,1269.2,1242.23,1264.34,22368579
ICICIBANK,2026-06-10,1260.67,1295.08,1260.67,1282.49,25951584
ICICIBANK,2026-06-11,1275.74,1321.86,1275.74,1305.99,35919374
ICICIBANK,2026-06-12,1318.88,1333.06,1307.68,1329.59,18339846
ICICIBANK,2026-06-15,1343.28,1351.31,1314.22,1316.5,16172921
ICICIBANK,2026-06-16,1320.77,1326.12,1315.21,1323.15,13069159
ICICIBANK,2026-06-17,1330.78,1334.75,1322.25,1325.62,8026424
ICICIBANK,2026-06-18,1322.45,1335.64,1320.27,1331.08,13467985
ICICIBANK,2026-06-19,1329.29,1340.99,1320.86,1335.24,9057322
ICICIBANK,2026-06-22,1341.69,1351.31,1337.13,1341.09,4814845
ICICIBANK,2026-06-23,1346.65,1357.65,1320.37,1327.11,11884879
ICICIBANK,2026-06-24,1329.39,1366.08,1329.39,1362.12,16440708
ICICIBANK,2026-06-25,1370.35,1392.26,1368.56,1375.9,17173209
ICICIBANK,2026-06-26,1375.9,1375.9,1375.9,1375.9,0
ICICIBANK,2026-06-29,1378.38,1390.28,1371.64,1376.0,13249405
ICICIBANK,2026-06-30,1390.28,1390.28,1354.68,1363.7,18398057
ICICIBANK,2026-07-01,1359.94,1373.52,1356.27,1368.26,11948034
ICICIBANK,2026-07-02,1370.35,1393.25,1365.29,1388.3,15779429
ICICIBANK,2026-07-03,1402.18,1408.13,1394.15,1399.6,12901785
ICICIBANK,2026-07-06,1400.2,1419.63,1399.8,1414.97,12306949
ICICIBANK,2026-07-07,1419.63,1421.02,1398.21,1402.87,15664178
ICICIBANK,2026-07-08,1398.51,1406.44,1364.4,1369.06,10573142
ICICIBANK,2026-07-09,1371.34,1391.87,1365.79,1369.16,13948838
ICICIBANK,2026-07-10,1378.08,1396.43,1377.98,1389.49,6409645
ICICIBANK,2026-07-13,1381.85,1401.19,1374.71,1397.72,10091437
ICICIBANK,2026-07-14,1388.3,1400.0,1380.36,1395.93,14133017
ICICIBANK,2026-07-15,1401.09,1416.06,1397.42,1404.36,12961648
ICICIBANK,2026-07-16,1408.23,1411.8,1394.44,1406.34,10165264
ICICIBANK,2026-07-17,1410.21,1442.94,1407.83,1432.23,11112550
ICICIBANK,2026-07-20,1432.42,1467.63,1427.47,1447.99,22236415
ICICIBANK,2026-07-21,1457.71,1461.58,1444.42,1450.87,18269907
ICICIBANK,2026-07-22,1454.14,1454.14,1426.37,1428.66,8345136
ICICIBANK,2026-07-23,1420.52,1433.91,1414.67,1422.61,12409328
ICICIBANK,2026-07-24,1416.06,1427.96,1403.57,1420.92,10870914
ICICIBANK,2026-07-27,1423.7,1436.89,1416.86,1433.61,10608300
ICICIBANK,2026-07-28,1430.24,1433.81,1405.75,1418.84,19486209
ICICIBANK,2026-07-29,1430.44,1436.39,1416.56,1425.88,10856166
ICICIBANK,2026-07-30,1419.14,1430.14,1410.71,1421.91,14141173
ICICIBANK,2026-07-31,1422.31,1429.85,1419.43,1423.4,8752440
ICICIBANK,2026-08-03,1442.0,1460.0,1433.0,1460.0,7706747
ICICIBANK,2026-08-04,1452.0,1454.6,1430.8,1454.6,11458963
ICICIBANK,2026-08-05,1454.6,1454.6,1431.2,1450.1,11723296
ICICIBANK,2026-08-06,1460.0,1460.0,1448.3,1457.5,14954726
ICICIBANK,2026-08-07,1451.0,1455.0,1418.2,1421.0,14395789
ICICIBANK,2026-08-10,1428.1,1441.9,1415.5,1431.8,12749354
ICICIBANK,2026-08-11,1432.1,1434.0,1412.2,1429.6,10471914
ICICIBANK,2026-08-12,1429.4,1435.0,1418.6,1431.7,8201733
ICICIBANK,2026-08-13,1429.0,1429.0,1406.4,1406.8,11408206
ICICIBANK,2026-08-14,1403.0,1417.8,1401.0,1417.0,6097934
ICICIBANK,2026-08-17,1418.0,1423.6,1407.0,1415.3,5605603
ICICIBANK,2026-08-18,1410.0,1416.6,1406.3,1412.0,8345198
ICICIBANK,2026-08-19,1412.0,1416.0,1391.5,1402.0,10304210
ICICIBANK,2026-08-20,1407.8,1413.0,1403.3,1411.9,8425049
ICICIBANK,2026-08-21,1417.0,1420.0,1411.2,1420.0,4565280
ICICIBANK,2026-08-24,1420.5,1425.5,1408.7,1415.0,5307113
ICICIBANK,2026-08-25,1408.0,1424.9,1408.0,1422.7,7983249
ICICIBANK,2026-08-26,1423.1,1446.0,1423.1,1430.0,4177066
ICICIBANK,2026-08-27,1445.0,1453.8,1433.1,1443.0,11539716
ICICIBANK,2026-08-28,1435.0,1439.8,1418.9,1422.8,8625738
ICICIBANK,2026-08-31,1422.8,1454.0,1419.0,1454.0,15331697
ICICIBANK,2026-09-01,1442.9,1446.7,1422.8,1438.0,10627608
ICICIBANK,2026-09-02,1425.1,1436.0,1420.7,1426.5,8515824
ICICIBANK,2026-09-03,1438.3,1452.0,1430.0,1430.0,10503351
ICICIBANK,2026-09-04,1432.1,1438.3,1421.4,1423.2,6693310
INFY,2026-03-04,1264.63,1289.1,1264.63,1279.71,15154950
INFY,2026-03-05,1292.04,1292.04,1262.77,1278.14,10362147
INFY,2026-03-06,1275.4,1299.09,1275.4,1280.69,8724291
INFY,2026-03-09,1262.68,1290.08,1255.34,1287.15,10068514
INFY,2026-03-10,1292.04,1293.02,1256.9,1268.16,9600171
INFY,2026-03-11,1260.72,1271.98,1244.37,1249.27,7868891
INFY,2026-03-12,1245.55,1251.52,1231.35,1238.99,7599940
INFY,2026-03-13,1224.5,1242.71,1216.28,1221.86,7366098
INFY,2026-03-16,1213.93,1227.73,1198.27,1223.33,12314450
INFY,2026-03-17,1218.63,1218.63,1189.36,1206.79,11223276
INFY,2026-03-18,1211.78,1263.46,1208.74,1240.26,12365381
INFY,2026-03-19,1217.85,1228.42,1189.36,1194.94,9156461
INFY,2026-03-20,1215.69,1238.01,1203.16,1229.3,27299975
INFY,2026-03-23,1211.97,1234.39,1201.4,1230.18,12420293
INFY,2026-03-24,1242.12,1269.53,1224.5,1251.22,13613495
INFY,2026-03-25,1243.1,1263.26,1230.47,1252.01,10824030
INFY,2026-03-27,1257.98,1267.37,1236.44,1242.81,13092541
INFY,2026-03-30,1223.52,1238.7,1216.67,1224.11,14108486
INFY,2026-04-01,1262.68,1275.4,1242.61,1248.68,8137156
INFY,2026-04-02,1233.31,1277.75,1233.12,1273.25,12873492
INFY,2026-04-06,1273.84,1292.04,1271.49,1278.53,10208682
INFY,2026-04-07,1274.42,1316.61,1266.1,1311.03,15355792
INFY,2026-04-08,1320.43,1347.74,1302.81,1317.69,16030133
INFY,2026-04-09,1301.73,1309.17,1286.17,1303.4,14894607
INFY,2026-04-10,1290.08,1290.96,1256.12,1265.12,19233369
INFY,2026-04-13,1245.06,1261.7,1238.89,1249.76,10366082
INFY,2026-04-15,1278.63,1294.49,1272.95,1277.65,12098912
INFY,2026-04-16,1294.1,1302.81,1281.27,1291.26,18527029
INFY,2026-04-17,1285.19,1300.17,1278.44,1290.77,12064048
INFY,2026-04-20,1292.04,1296.84,1280.39,1284.8,7172300
INFY,2026-04-21,1282.25,1296.94,1271.78,1285.39,10057440
INFY,2026-04-22,1267.57,1270.21,1229.3,1241.73,20088378
INFY,2026-04-23,1227.44,1238.89,1200.03,1214.32,14792854
INFY,2026-04-24,1174.58,1197.98,1127.8,1130.14,42078914
INFY,2026-04-27,1130.14,1154.91,1130.05,1145.51,19579883
INFY,2026-04-28,1138.07,1144.63,1125.45,1127.7,12720276
INFY,2026-04-29,1133.96,1153.24,1132.3,1142.77,8303109
INFY,2026-04-30,1142.77,1164.6,1135.04,1156.77,12205669
INFY,2026-05-01,1156.77,1156.77,1156.77,1156.77,0
INFY,2026-05-04,1169.69,1169.69,1140.52,1143.65,7735811
INFY,2026-05-05,1144.73,1160.1,1135.53,1153.15,8164108
INFY,2026-05-06,1161.86,1166.26,1139.44,1142.48,9856963
INFY,2026-05-07,1148.15,1150.5,1134.65,1138.07,12013987
INFY,2026-05-08,1136.41,1158.43,1134.26,1154.22,7582770
INFY,2026-05-11,1151.09,1161.86,1147.27,1152.07,7336288
INFY,2026-05-12,1137.39,1137.39,1099.21,1116.15,16891948
INFY,2026-05-13,1112.53,1118.4,1097.26,1099.31,6664111
INFY,2026-05-14,1096.08,1098.14,1065.93,1071.81,16914842
INFY,2026-05-15,1078.66,1109.2,1078.27,1095.3,17482450
INFY,2026-05-18,1095.3,1121.82,1094.32,1118.3,12096377
INFY,2026-05-19,1137.39,1173.02,1137.39,1171.55,32175705
INFY,2026-05-20,1161.86,1181.34,1159.8,1168.42,15121010
INFY,2026-05-21,1170.77,1176.34,1152.07,1156.18,10021033
INFY,2026-05-22,1157.45,1166.56,1147.67,1149.62,8803066
INFY,2026-05-25,1157.94,1159.9,1141.4,1143.75,5856136
INFY,2026-05-26,1141.6,1155.69,1138.27,1142.97,8005767
INFY,2026-05-27,1136.41,1142.58,1130.54,1135.33,6371871
INFY,2026-05-28,1135.33,1135.33,1135.33,1135.33,0
INFY,2026-05-29,1156.96,1184.37,1129.17,1136.31,69085430
INFY,2026-06-01,1150.11,1191.22,1148.84,1177.03,19439331
INFY,2026-06-02,1206.39,1251.81,1206.39,1243.88,36032600
INFY,2026-06-03,1215.79,1223.43,1190.24,1196.7,18534303
INFY,2026-06-04,1182.41,1189.46,1170.86,1175.86,12755957
INFY,2026-06-05,1194.16,1197.88,1169.0,1172.14,8692290
INFY,2026-06-08,1152.56,1175.27,1151.58,1162.45,8631711
INFY,2026-06-09,1168.32,1168.32,1142.58,1155.3,10984054
INFY,2026-06-10,1160.1,1171.4,1143.3,1145.3,8887626
INFY,2026-06-11,1129.7,1133.7,1109.0,1114.6,9372176
INFY,2026-06-12,1120.0,1123.3,1111.5,1116.4,8075333
INFY,2026-06-15,1130.0,1151.0,1123.0,1134.9,7856192
INFY,2026-06-16,1136.9,1153.8,1123.2,1143.6,10456090
INFY,2026-06-17,1149.0,1162.5,1148.0,1157.7,5995119
INFY,2026-06-18,1142.9,1142.9,1125.3,1127.5,16781447
INFY,2026-06-19,1062.3,1066.0,1030.0,1051.4,45665442
INFY,2026-06-22,1055.0,1080.3,1055.0,1065.4,10178505
INFY,2026-06-23,1053.8,1055.3,1026.0,1029.3,19323064
INFY,2026-06-24,1040.9,1065.5,1037.7,1056.6,12346266
INFY,2026-06-25,1065.0,1068.0,1039.1,1041.2,15866779
INFY,2026-06-26,1041.2,1041.2,1041.2,1041.2,0
INFY,2026-06-29,1037.1,1046.6,1029.1,1036.7,15080892
INFY,2026-06-30,1030.0,1030.4,996.0,1000.4,24128263
INFY,2026-07-01,1006.0,1014.0,982.4,985.3,13037982
INFY,2026-07-02,1006.4,1045.0,1006.0,1040.9,18741111
INFY,2026-07-03,1063.0,1068.7,1042.0,1047.2,11653534
INFY,2026-07-06,1050.1,1053.0,1033.0,1042.2,5559747
INFY,2026-07-07,1040.6,1087.5,1040.6,1071.8,18866296
INFY,2026-07-08,1071.9,1079.7,1064.4,1069.3,13022221
INFY,2026-07-09,1062.7,1062.7,1040.4,1050.8,9003333
INFY,2026-07-10,1075.0,1091.3,1064.7,1068.0,9747266
INFY,2026-07-13,1057.1,1114.9,1057.1,1102.6,20994760
INFY,2026-07-14,1107.8,1113.5,1090.0,1092.9,14819413
INFY,2026-07-15,1079.0,1088.1,1073.0,1076.3,8501933
INFY,2026-07-16,1082.5,1097.3,1077.9,1082.4,8592146
INFY,2026-07-17,1105.0,1116.8,1092.0,1096.5,12547728
INFY,2026-07-20,1102.0,1103.8,1083.2,1087.1,6372645
INFY,2026-07-21,1080.0,1094.5,1067.2,1073.5,9485229
INFY,2026-07-22,1064.0,1069.3,1046.2,1052.1,7517203
INFY,2026-07-23,1046.9,1058.5,1032.0,1047.4,13794578
INFY,2026-07-24,1028.0,1043.4,1013.9,1040.9,29036900
INFY,2026-07-27,1065.0,1082.0,1057.4,1079.2,15956349
INFY,2026-07-28,1097.0,1118.5,1097.0,1105.7,28100895
INFY,2026-07-29,1147.0,1164.5,1128.4,1155.6,34400369
INFY,2026-07-30,1168.0,1187.7,1151.3,1155.1,22630218
INFY,2026-07-31,1118.9,1139.3,1107.2,1130.1,14367075
INFY,2026-08-03,1145.1,1180.0,1138.1,1180.0,8582270
INFY,2026-08-04,1168.0,1175.7,1153.3,1167.5,9243589
INFY,2026-08-05,1174.7,1177.5,1162.3,1174.0,9964155
INFY,2026-08-06,1174.1,1185.8,1163.0,1165.0,8521064
INFY,2026-08-07,1160.0,1183.0,1155.6,1175.1,7581410
INFY,2026-08-10,1178.1,1195.0,1175.2,1183.0,9377001
INFY,2026-08-11,1188.0,1193.5,1182.0,1190.7,10160091
INFY,2026-08-12,1185.6,1190.4,1163.3,1176.1,7529777
INFY,2026-08-13,1170.0,1175.0,1157.0,1175.0,6234215
INFY,2026-08-14,1170.4,1174.1,1158.9,1169.2,5844763
INFY,2026-08-17,1163.9,1166.5,1129.7,1139.9,5817153
INFY,2026-08-18,1124.5,1131.9,1112.5,1115.0,8851110
INFY,2026-08-19,1125.6,1134.7,1113.8,1119.8,8408573
INFY,2026-08-20,1143.0,1144.7,1125.7,1130.0,8559841
INFY,2026-08-21,1133.0,1133.5,1118.0,1121.0,6094967
INFY,2026-08-24,1126.5,1144.5,1122.0,1130.0,8565354
INFY,2026-08-25,1132.0,1144.0,1119.9,1144.0,8121237
INFY,2026-08-26,1142.0,1142.0,1118.3,1120.0,6323984
INFY,2026-08-27,1120.0,1130.7,1107.2,1110.8,6933998
INFY,2026-08-28,1123.6,1145.0,1123.3,1144.0,9621969
INFY,2026-08-31,1138.6,1143.9,1111.1,1133.8,8808120
INFY,2026-09-01,1128.0,1156.0,1125.6,1156.0,13516123
